ID,Lieu,Latitude,Longitude,X,Y,Type,Arrondissement,Zone active
CC0890,Carrefour jeunesse du CCSE Maisonneuve,45.551619,-73.540091,301669.742613943,5045745.90786899,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CS0712,Piscine Pierre-Lorange,45.542332,-73.545238,301267.289323508,5044714.0446319,Centre sportif,Mercier-Hochelaga-Maisonneuve,x
CC8707,Centre communautaire Rivière-des-Prairies,45.650342,-73.577451,298763.314825961,5056719.36838866,Centre communautaire,Rivière-des-Prairies-Pointe-aux-Trembles,x
CC3236,Centre communautaire Marcel Giroux,45.459491,-73.576532,298814.717848179,5035509.74053359,Centre communautaire,Verdun,x
CC3839,Complexe culturel Guy-Descary Pavillon l'Entrepôt,45.489976,-73.630026,294636.633042245,5038902.91162765,Centre culturel,Lachine,x
CC3206,Complexe culturel Guy-Descary La Maison du brasseur,45.435005,-73.696665,289412.908724414,5032804.59115198,Centre culturel,Lachine,x
CC8647,Centre communautaire de Mercier Est,45.594191,-73.523701,302950.851858618,5050476.50479703,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CS0889,Centre aquatique de Rivière-des-Prairies,45.65107,-73.579115,298633.69924065,5056800.40020242,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS0864,Piscine Sophie Barat,45.561731,-73.667906,291692.451582095,5046882.60135744,Centre sportif,Ahuntsic-Cartierville,x
CC3126,Centre communautaire Saint-Pierre,45.444146,-73.648994,293144.575064423,5033812.40798439,Centre communautaire,Lachine,x
AR3207,Aréna Pierre-Morin,45.439389,-73.68191,290568.443562641,5033289.06433048,Aréna,Lachine,x
CC0152,Centre communautaire Notre-Dame de Grâce,45.476117,-73.613686,295911.655585692,5037360.82247339,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC3110,Centre de loisirs de Saint-Laurent,45.514334,-73.690928,289882.716467328,5041619.33572549,Centre communautaire,Saint-Laurent,x
CC3841,Pavillon Benoît-Verdickt (Musée),45.429421,-73.666001,291810.782512413,5032178.63656026,Centre culturel,Lachine,x
CC4479,Centre intergénérationnel,45.461575,-73.542632,301466.033170897,5035739.36969947,Centre communautaire,Verdun,x
CS2464,Centre sportif Côte-Des-Neiges,45.494722,-73.631112,294552.607545488,5039430.47388947,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC3204,La Vieille Brasserie,45.433427,-73.688749,290031.845829876,5032627.74524724,Centre communautaire,Lachine,x
AR0482,Aréna Marcelin-wilson,45.536597,-73.684879,290361.023922679,5044092.33767934,Aréna,Ahuntsic-Cartierville,x
CC3975,Centre communautaire Ouest,45.458039,-73.883868,274778.348634129,5035417.21089419,Centre communautaire,Pierrefonds-Roxboro,x
AR0276,Aréna Saint-Donat,45.583675,-73.540901,301608.314733137,5049308.37934588,Aréna,Mercier-Hochelaga-Maisonneuve,x
AR9088,Aréna Fleury,45.583142,-73.637165,294096.309498736,5049257.48360124,Aréna,Montréal-Nord,x
CC0640,Centre Notre-Dame-des-Victoires,45.57339,-73.539508,301716.45376031,5048165.33256675,Centre de loisirs,Mercier-Hochelaga-Maisonneuve,x
CC8616,Centre communautaire Monkland,45.46802,-73.632369,294449.475376892,5036463.23996952,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CS2391,Centre sportif Notre-Dame-des-Neiges,45.49718,-73.622116,295256.128050325,5039702.52418337,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC8538,Centre communautaire Westhaven,45.454732,-73.639072,293922.782989068,5034987.43390642,Centre communautaire,Le Sud-Ouest,x
CC1062,Centre communautaire Anjou,45.606472,-73.563588,299839.956881925,5051843.01522688,Centre communautaire,Anjou,x
MC0884,Maison de la culture Antoine Beaudry,45.678498,-73.490079,305572.874964831,5059845.57759054,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
PA0766,Pavillon du parc Clémentine - De la Rousselière,45.667464,-73.493492,305307.091905369,5058619.2998092,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
CC3180,Pavillon Hexagonal,45.582208,-73.581188,298464.377616328,5049147.7410557,Centre communautaire,Saint-Léonard,x
CC0164,Pavillon Notre-Dame-de-Grâce,45.479923,-73.614828,295822.974652978,5037783.9102018,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC0795,Centre Gabrielle et Marcel Lapalme,45.55226,-73.571033,299253.891281834,5045818.81561558,Centre communautaire,Rosemont-La Petite-Patrie,x
CS0551,Centre sportif Notre-Dame-de-Grâce,45.4665,-73.632135,294467.495188801,5036294.29258038,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC1102,Centre communautaore ABE LIMONCHICK,45.496152,-73.6414,293748.802422303,5039590.75403735,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC8375,Église Sainte-Cécile,45.537495,-73.539435,301720.191181024,5044176.26394474,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
BB0535,BAnQ Vieux-Montréal,45.513156,-73.554864,300513.363459862,5041472.15598402,Bibliothèque,Ville-Marie,x
BB0475,BAnQ Grande Bibliothèque,45.515512,-73.562014,299954.921512506,5041734.38644059,Bibliothèque,Ville-Marie,x
BB2275,BAnQ,45.545463,-73.580618,298504.755751435,5045064.1626158,Bibliothèque,Rosemont-La Petite-Patrie,x
CC8312,Centre de loisirs et d'animation culturelle de Guybourg,45.570476,-73.526747,302712.324679275,5047841.08313683,Centre culturel,Mercier-Hochelaga-Maisonneuve,x
CC3400,Maison Nivard-De Saint-Dizier,45.43772,-73.526747,302707.412067538,5033087.84056005,Centre culturel,Verdun,x
3151,Stade Hébert,45.57308,-73.59211,297610.898933547,5048134.24927425,Centre sportif,Saint-Léonard,x
3179,Pavillon du parc Wilfrid-Bastien,45.5852,-73.59351,297503.200249571,5049481.29525217,Parc,Saint-Léonard,x
3479,Pavillon du parc Pie-XII,45.588223,-73.607813,296387.555939247,5049818.64828061,Parc,Saint-Léonard,x
9181,Pavillon du parc Delorme,45.59229,-73.59005,297774.076585548,5050268.91338514,Parc,Saint-Léonard,x
3483,Pavillon du parc Coubertin,45.58401,-73.61012,296206.902332574,5049350.69323685,Parc,Saint-Léonard,x
3457,Direction Des Travaux Publics - Approvisionnement - MRA,45.58963,-73.58328,298301.981755855,5049972.73094125,Lieu,Saint-Léonard,x
3482,Pavillon du parc Luigi Pirandello,45.57885,-73.60459,296637.682360402,5048776.67447049,Parc,Saint-Léonard,x
